# Sedes municipais p/ camada 'Cidades' — gerado por tools/gera_cidades_ibge.py
# Fontes: IBGE (coordenadas/capital + agregado 6579). Corte: pop>=12000
nome,uf,lat,lon,populacao,capital
Piracaia,SP,-23.0525,-46.3594,26795,0
Igarapava,SP,-20.0407,-47.7466,26696,0
Brodowski,SP,-20.9845,-47.6572,26314,0
Ilha Solteira,SP,-20.4326,-51.3426,26257,0
Pirapozinho,SP,-22.2711,-51.4976,26097,0
Tanabi,SP,-20.6228,-49.6563,26071,0
Itaí,SP,-23.4213,-49.092,25979,0
Cordeirópolis,SP,-22.4778,-47.4519,25286,0
Martinópolis,SP,-22.1462,-51.1709,25240,0
Santa Rita do Passa Quatro,SP,-21.7083,-47.478,24996,0
Taquarituba,SP,-23.5307,-49.241,24932,0
Apiaí,SP,-24.5108,-48.8443,24857,0
Dois Córregos,SP,-22.3673,-48.3819,24847,0
Valparaíso,SP,-21.2229,-50.8699,24779,0
Angatuba,SP,-23.4917,-48.4139,24573,0
Brotas,SP,-22.2795,-48.1251,24501,0
Pereira Barreto,SP,-20.6368,-51.1123,24360,0
Cajuru,SP,-21.2749,-47.303,24233,0
Santo Antônio de Posse,SP,-22.6029,-46.9192,23867,0
Capela do Alto,SP,-23.4685,-47.7388,23777,0
Santa Rosa de Viterbo,SP,-21.4776,-47.3622,23710,0
Igaraçu do Tietê,SP,-22.509,-48.5597,23421,0
Santa Gertrudes,SP,-22.4572,-47.5272,23192,0
Pirajuí,SP,-21.999,-49.4608,22734,0
Monte Aprazível,SP,-20.768,-49.7184,22668,0
Teodoro Sampaio,SP,-22.5299,-52.1682,22598,0
Bom Jesus dos Perdões,SP,-23.1356,-46.4675,22579,0
Iracemápolis,SP,-22.5832,-47.523,22500,0
Cunha,SP,-23.0731,-44.9576,22460,0
Guapiaçu,SP,-20.7959,-49.2172,22445,0
Araçariguama,SP,-23.4366,-47.0608,22314,0
Cerqueira César,SP,-23.038,-49.1655,22210,0
Bastos,SP,-21.921,-50.7357,21936,0
Tambaú,SP,-21.7029,-47.2703,21650,0
Junqueirópolis,SP,-21.5103,-51.4342,20939,0
Potim,SP,-22.8343,-45.2552,20801,0
Buri,SP,-23.7977,-48.5958,20731,0
Regente Feijó,SP,-22.2181,-51.3055,20620,0
Pompéia,SP,-22.107,-50.176,20520,0
Castilho,SP,-20.8689,-51.4884,20485,0
Lucélia,SP,-21.7182,-51.0215,20378,0
Engenheiro Coelho,SP,-22.4836,-47.211,20261,0
Paranapanema,SP,-23.3862,-48.7214,19853,0
Nova Granada,SP,-20.5321,-49.3123,19733,0
Palmital,SP,-22.7858,-50.218,19714,0
Cesário Lange,SP,-23.226,-47.9545,19707,0
Miguelópolis,SP,-20.1796,-48.031,19621,0
Pariquera-Açu,SP,-24.7147,-47.8742,19603,0
Itatinga,SP,-23.1047,-48.6157,19462,0
Potirendaba,SP,-21.0428,-49.3815,19097,0
Ribeirão Branco,SP,-24.2206,-48.7635,18942,0
Pirapora do Bom Jesus,SP,-23.3965,-46.9991,18925,0
Colina,SP,-20.7114,-48.5387,18880,0
Guará,SP,-20.4302,-47.8236,18748,0
Nazaré Paulista,SP,-23.1747,-46.3983,18675,0
Miracatu,SP,-24.2766,-47.4625,18610,0
Monte Azul Paulista,SP,-20.9065,-48.6387,18337,0
Itaberá,SP,-23.8638,-49.14,18263,0
Águas de Lindóia,SP,-22.4733,-46.6314,18257,0
Elias Fausto,SP,-23.0428,-47.3682,18168,0
Santo Anastácio,SP,-21.9747,-51.6527,17960,0
Paraibuna,SP,-23.3872,-45.6639,17959,0
Viradouro,SP,-20.8734,-48.293,17685,0
Buritama,SP,-21.0661,-50.1475,17658,0
Alumínio,SP,-23.5306,-47.2546,17607,0
Itajobi,SP,-21.3123,-49.0629,17502,0
Rosana,SP,-22.5782,-53.0603,17434,0
Pradópolis,SP,-21.3626,-48.0679,17299,0
Caconde,SP,-21.528,-46.6437,17228,0
Guapiara,SP,-24.1892,-48.5295,17225,0
Altinópolis,SP,-21.0214,-47.3712,17197,0
Juquiá,SP,-24.3101,-47.6426,17184,0
Macatuba,SP,-22.5002,-48.7102,17140,0
Fartura,SP,-23.3916,-49.5124,17029,0
Cafelândia,SP,-21.8031,-49.6092,16907,0
São Lourenço da Serra,SP,-23.8491,-46.9432,16479,0
Itirapina,SP,-22.2562,-47.8166,16454,0
Tupi Paulista,SP,-21.3825,-51.575,16259,0
Jacupiranga,SP,-24.6963,-48.0064,16216,0
Mirante do Paranapanema,SP,-22.2904,-51.9084,16031,0
Itariri,SP,-24.2834,-47.1736,15916,0
Charqueada,SP,-22.5096,-47.7755,15814,0
Pedregulho,SP,-20.2535,-47.4775,15737,0
Holambra,SP,-22.6405,-47.0487,15718,0
Pinhalzinho,SP,-22.7811,-46.5897,15676,0
Piratininga,SP,-22.4142,-49.1339,15657,0
Salesópolis,SP,-23.5288,-45.8465,15381,0
Conchas,SP,-23.0154,-48.0134,15345,0
Tarumã,SP,-22.7429,-50.5786,15315,0
Guareí,SP,-23.3714,-48.1837,15285,0
Pacaembu,SP,-21.5627,-51.2654,15273,0
Panorama,SP,-21.354,-51.8562,15227,0
Tabatinga,SP,-21.7239,-48.6896,14997,0
Patrocínio Paulista,SP,-20.6384,-47.2801,14888,0
Presidente Bernardes,SP,-22.0082,-51.5565,14803,0
Pindorama,SP,-21.1853,-48.9086,14704,0
Ipuã,SP,-20.4438,-48.0129,14701,0
Severínia,SP,-20.8108,-48.8054,14693,0
Valentim Gentil,SP,-20.4217,-50.0889,14634,0
Borborema,SP,-21.6214,-49.0741,14405,0
Itaporanga,SP,-23.7043,-49.4819,14245,0
Santa Branca,SP,-23.3933,-45.8875,14219,0
Santa Adélia,SP,-21.2427,-48.8063,14193,0
Morungaba,SP,-22.8811,-46.7896,14147,0
Ilha Comprida,SP,-24.7307,-47.5383,14104,0
Urupês,SP,-21.2032,-49.2931,14073,0
Itapuí,SP,-22.2324,-48.7197,14035,0
Ipaussu,SP,-23.0575,-49.6279,13935,0
Auriflama,SP,-20.6836,-50.5572,13856,0
São Simão,SP,-21.4732,-47.5518,13560,0
Quatá,SP,-22.2456,-50.6966,13412,0
Cedral,SP,-20.9009,-49.2664,13314,0
Flórida Paulista,SP,-21.6127,-51.1724,13175,0
Joanópolis,SP,-22.927,-46.2741,13131,0
Boa Esperança do Sul,SP,-21.9918,-48.3906,13113,0
Eldorado,SP,-24.5281,-48.1141,13109,0
Serra Azul,SP,-21.3074,-47.5602,13108,0
Taguaí,SP,-23.4452,-49.4024,13068,0
Sete Barras,SP,-24.382,-47.9279,12903,0
Maracaí,SP,-22.6149,-50.6713,12804,0
Luís Antônio,SP,-21.55,-47.7801,12564,0
Duartina,SP,-22.4146,-49.4084,12532,0
Piquete,SP,-22.6069,-45.1869,12516,0
Cananéia,SP,-25.0144,-47.9341,12491,0
Chavantes,SP,-23.0366,-49.7096,12415,0
Palmas,TO,-10.24,-48.3558,328499,1
Araguaína,TO,-7.1924,-48.2044,183024,0
Gurupi,TO,-11.7279,-49.068,90209,0
Porto Nacional,TO,-10.7027,-48.408,69551,0
Paraíso do Tocantins,TO,-10.175,-48.8823,55704,0
Colinas do Tocantins,TO,-8.0576,-48.4757,36209,0
Araguatins,TO,-5.6466,-48.1232,33286,0
Guaraí,TO,-8.8354,-48.5114,25831,0
Tocantinópolis,TO,-6.3245,-47.4224,23225,0
Formoso do Araguaia,TO,-11.7976,-49.5316,19473,0
Miracema do Tocantins,TO,-9.5656,-48.393,18679,0
Augustinópolis,TO,-5.4686,-47.8863,18237,0
Dianópolis,TO,-11.624,-46.8198,17966,0
Lagoa da Confusão,TO,-10.7906,-49.6199,16629,0
Pedro Afonso,TO,-8.9703,-48.1729,14895,0
Taguatinga,TO,-12.4026,-46.437,14199,0
São Miguel do Tocantins,TO,-5.563,-47.5743,14116,0
Miranorte,TO,-9.5291,-48.5922,13073,0
Goiatins,TO,-7.7148,-47.3252,12851,0
