# Sedes municipais p/ camada 'Cidades' — gerado por tools/gera_cidades_ibge.py
# Fontes: IBGE (coordenadas/capital + agregado 6579). Corte: pop>=12000
nome,uf,lat,lon,populacao,capital
Camanducaia,MG,-22.7515,-46.1494,27860,0
Pitangui,MG,-19.6741,-44.8964,27834,0
Elói Mendes,MG,-21.6088,-45.5691,27429,0
Mantena,MG,-18.7761,-40.9874,27350,0
Novo Cruzeiro,MG,-17.4654,-41.8826,27268,0
Jacutinga,MG,-22.286,-46.6166,26888,0
Campos Gerais,MG,-21.237,-45.7569,26749,0
Tupaciguara,MG,-18.5866,-48.6985,26583,0
São João Nepomuceno,MG,-21.5381,-43.0069,26529,0
Aimorés,MG,-19.5007,-41.0746,26212,0
Coração de Jesus,MG,-16.6841,-44.3635,26138,0
Nepomuceno,MG,-21.2324,-45.235,25757,0
Monte Sião,MG,-22.4335,-46.573,25107,0
Pedra Azul,MG,-16.0086,-41.2909,25045,0
Paraopeba,MG,-19.2732,-44.4044,24899,0
Espera Feliz,MG,-20.6508,-41.9119,24844,0
Buritis,MG,-15.6218,-46.4221,24779,0
São João do Paraíso,MG,-15.3168,-42.0213,24706,0
Carmo do Cajuru,MG,-20.1912,-44.7664,24581,0
Conceição do Mato Dentro,MG,-19.0344,-43.4221,24559,0
Belo Oriente,MG,-19.2199,-42.4828,24546,0
Jequitinhonha,MG,-16.4375,-41.0117,24516,0
São Gonçalo do Sapucaí,MG,-21.8932,-45.5893,24497,0
Carandaí,MG,-20.9566,-43.811,24403,0
Bambuí,MG,-20.0166,-45.9754,24203,0
São João da Ponte,MG,-15.9271,-44.0096,24197,0
Corinto,MG,-18.369,-44.4542,23988,0
Buritizeiro,MG,-17.3656,-44.9606,23908,0
Raul Soares,MG,-20.1061,-42.4502,23874,0
Minas Novas,MG,-17.2156,-42.5884,23843,0
Francisco Sá,MG,-16.4827,-43.4896,23753,0
Abaeté,MG,-19.1551,-45.4444,23173,0
Inhapim,MG,-19.5476,-42.1147,22925,0
Serro,MG,-18.5991,-43.3744,22624,0
Muzambinho,MG,-21.3692,-46.5213,22620,0
Ibiá,MG,-19.4749,-46.5474,22554,0
Paraguaçu,MG,-21.5465,-45.7374,22452,0
Perdões,MG,-21.0932,-45.0896,22075,0
Santa Vitória,MG,-18.8414,-50.1208,21914,0
Carmo do Rio Claro,MG,-20.9736,-46.1149,21506,0
Lajinha,MG,-20.1539,-41.6228,21502,0
Itapecerica,MG,-20.4704,-45.127,21456,0
Divino,MG,-20.6134,-42.1438,21428,0
Caxambu,MG,-21.9753,-44.9319,21412,0
Jaboticatubas,MG,-19.5119,-43.7373,21407,0
Monte Santo de Minas,MG,-21.1873,-46.9753,21294,0
Itambacuri,MG,-18.035,-41.683,21210,0
Campestre,MG,-21.7079,-46.2381,21155,0
Ervália,MG,-20.8403,-42.6544,21091,0
Paraisópolis,MG,-22.5539,-45.7803,21076,0
Conselheiro Pena,MG,-19.1789,-41.4736,21052,0
Lambari,MG,-21.9671,-45.3498,21010,0
Manhumirim,MG,-20.3591,-41.9589,20939,0
Turmalina,MG,-17.2828,-42.7285,20769,0
Monte Alegre de Minas,MG,-18.869,-48.881,20708,0
Barroso,MG,-21.1907,-43.972,20604,0
Monte Azul,MG,-15.1514,-42.8718,20497,0
Vazante,MG,-17.9827,-46.9088,20459,0
Medina,MG,-16.2245,-41.4728,20455,0
Simonésia,MG,-20.1341,-42.0091,20431,0
Ipanema,MG,-19.7992,-41.7164,20181,0
Guaranésia,MG,-21.3009,-46.7964,19646,0
Lagoa Formosa,MG,-18.7715,-46.4012,19614,0
Caraí,MG,-17.1862,-41.7004,19511,0
Itaobim,MG,-16.5571,-41.5017,19263,0
Varzelândia,MG,-15.6992,-44.0278,19210,0
Presidente Olegário,MG,-18.4096,-46.4165,19192,0
Manga,MG,-14.7529,-43.9391,19148,0
Matipó,MG,-20.2873,-42.3401,19115,0
Águas Formosas,MG,-17.0802,-40.9384,18850,0
Carlos Chagas,MG,-17.6973,-40.7723,18783,0
Baependi,MG,-21.957,-44.8874,18782,0
Alpinópolis,MG,-20.8631,-46.3878,18673,0
Carmópolis de Minas,MG,-20.5396,-44.6336,18561,0
Urucuia,MG,-16.1244,-45.7352,18515,0
Luz,MG,-19.7911,-45.6794,18336,0
Campina Verde,MG,-19.5382,-49.4862,18188,0
Perdizes,MG,-19.3434,-47.2963,17992,0
Rio Pomba,MG,-21.2712,-43.1696,17885,0
Peçanha,MG,-18.5441,-42.5583,17863,0
Borda da Mata,MG,-22.2707,-46.1653,17837,0
Nova Era,MG,-19.7577,-43.0333,17813,0
São Domingos do Prata,MG,-19.8678,-42.971,17783,0
Lima Duarte,MG,-21.8386,-43.7934,17782,0
Malacacheta,MG,-17.8456,-42.0769,17691,0
Santo Antônio do Amparo,MG,-20.943,-44.9176,17657,0
Resplendor,MG,-19.3194,-41.2462,17629,0
Ipaba,MG,-19.4158,-42.4139,17587,0
Arinos,MG,-15.9187,-46.1043,17586,0
Bom Sucesso,MG,-21.0329,-44.7537,17515,0
Itacarambi,MG,-15.089,-44.095,17502,0
Cássia,MG,-20.5831,-46.9201,17491,0
Padre Paraíso,MG,-17.0758,-41.4821,17463,0
Piranga,MG,-20.6834,-43.2967,17358,0
Santa Margarida,MG,-20.3839,-42.2519,16989,0
Nova Resende,MG,-21.1286,-46.4157,16919,0
Poço Fundo,MG,-21.78,-45.9658,16824,0
Santa Juliana,MG,-19.3108,-47.5322,16820,0
Raposos,MG,-19.9636,-43.8079,16796,0
Mário Campos,MG,-20.0582,-44.1883,16705,0
Tocantins,MG,-21.1774,-43.0127,16603,0
Campanha,MG,-21.836,-45.4004,16372,0
Passa Quatro,MG,-22.3871,-44.9709,15847,0
Cruzília,MG,-21.84,-44.8067,15831,0
Itanhandu,MG,-22.2942,-44.9382,15751,0
São João Evangelista,MG,-18.548,-42.7655,15613,0
Brasilândia de Minas,MG,-16.9999,-46.0081,15485,0
Alvinópolis,MG,-20.1098,-43.0535,15358,0
Rio Paranaíba,MG,-19.1861,-46.2455,15297,0
Itamonte,MG,-22.2859,-44.868,15245,0
Nova Ponte,MG,-19.1461,-47.6779,15220,0
Entre Rios de Minas,MG,-20.6706,-44.0654,15157,0
Botelhos,MG,-21.6412,-46.391,15141,0
Tarumirim,MG,-19.2835,-42.0097,15104,0
Rio Piracicaba,MG,-19.9284,-43.1829,15036,0
Fronteira,MG,-20.2748,-49.1984,14946,0
Capinópolis,MG,-18.6862,-49.5706,14872,0
Bom Jesus do Galho,MG,-19.836,-42.3165,14719,0
Itaú de Minas,MG,-20.7375,-46.7525,14634,0
Astolfo Dutra,MG,-21.3184,-42.8572,14633,0
Caldas,MG,-21.9183,-46.3843,14628,0
Maria da Fé,MG,-22.3044,-45.3773,14567,0
Águas Vermelhas,MG,-15.7431,-41.4571,14567,0
Matias Barbosa,MG,-21.869,-43.3135,14547,0
Martinho Campos,MG,-19.3306,-45.2434,14546,0
Engenheiro Caldas,MG,-19.2065,-42.0503,14501,0
Brazópolis,MG,-22.4743,-45.6166,14491,0
Itaguara,MG,-20.3947,-44.4875,14415,0
Capitão Enéas,MG,-16.3265,-43.7084,14403,0
Bicas,MG,-21.7232,-43.056,14358,0
Abre Campo,MG,-20.2996,-42.4743,14354,0
Sabinópolis,MG,-18.6653,-43.0752,14309,0
Felixlândia,MG,-18.7507,-44.9004,14280,0
Alterosa,MG,-21.2488,-46.1387,14272,0
Ladainha,MG,-17.6279,-41.7488,14263,0
Areado,MG,-21.3572,-46.1421,14229,0
Candeias,MG,-20.7692,-45.2765,14211,0
Papagaios,MG,-19.4419,-44.7468,14202,0
Carmo de Minas,MG,-22.1204,-45.1307,14125,0
Guapé,MG,-20.7631,-45.9152,14076,0
Mirabela,MG,-16.256,-44.1602,14071,0
Montalvânia,MG,-14.4197,-44.3719,14068,0
Grão Mogol,MG,-16.5662,-42.8923,14037,0
Joaíma,MG,-16.6522,-41.0229,14035,0
Itapagipe,MG,-19.9062,-49.3781,14014,0
Itinga,MG,-16.61,-41.7672,13954,0
Ataléia,MG,-18.0438,-41.1149,13936,0
Miraí,MG,-21.2021,-42.6122,13921,0
Itatiaiuçu,MG,-20.1983,-44.4211,13779,0
Poté,MG,-17.8077,-41.786,13649,0
Itapeva,MG,-22.7665,-46.2241,13561,0
São João das Missões,MG,-14.8859,-44.0922,13547,0
Ubaporanga,MG,-19.6351,-42.1059,13485,0
Monte Belo,MG,-21.3271,-46.3635,13347,0
Bom Repouso,MG,-22.4675,-46.144,13312,0
Ilicínea,MG,-20.9402,-45.8308,13248,0
Mar de Espanha,MG,-21.8707,-43.0062,13180,0
Lagoa Dourada,MG,-20.9139,-44.0797,13152,0
Perdigão,MG,-19.9411,-45.078,13118,0
Campos Altos,MG,-19.6914,-46.1725,13076,0
Chapada Gaúcha,MG,-15.3014,-45.6116,12904,0
Rio Casca,MG,-20.2285,-42.6462,12851,0
Santa Maria do Suaçuí,MG,-18.1896,-42.4139,12817,0
Rio Vermelho,MG,-18.2922,-43.0018,12770,0
Conceição do Rio Verde,MG,-21.8778,-45.087,12765,0
Dores do Indaiá,MG,-19.4628,-45.5927,12730,0
Teixeiras,MG,-20.6561,-42.8564,12691,0
Jequeri,MG,-20.4542,-42.6651,12636,0
Cristais,MG,-20.8733,-45.5167,12634,0
Iapu,MG,-19.4387,-42.2147,12583,0
Cambuquira,MG,-21.854,-45.2896,12551,0
São Gonçalo do Rio Abaixo,MG,-19.8221,-43.366,12475,0
Água Boa,MG,-17.9914,-42.3806,12391,0
Cachoeira de Minas,MG,-22.3511,-45.7809,12302,0
Serra do Salitre,MG,-19.1083,-46.6961,12286,0
São Gonçalo do Pará,MG,-19.9822,-44.8593,12275,0
Mato Verde,MG,-15.3944,-42.86,12210,0
Andrelândia,MG,-21.7411,-44.3117,12163,0
Prudente de Morais,MG,-19.4742,-44.1591,12052,0
Piraúba,MG,-21.2825,-43.0172,12006,0
Campo Grande,MS,-20.4486,-54.6295,962883,1
Dourados,MS,-22.2231,-54.812,264017,0
Três Lagoas,MS,-20.7849,-51.7007,143523,0
Corumbá,MS,-19.0077,-57.651,98751,0
Ponta Porã,MS,-22.5296,-55.7203,98598,0
Naviraí,MS,-23.0618,-54.1995,53014,0
Nova Andradina,MS,-22.238,-53.3437,50848,0
Sidrolândia,MS,-20.9302,-54.9692,49735,0
Aquidauana,MS,-20.4666,-55.7868,48689,0
Maracaju,MS,-21.6105,-55.1678,48073,0
Paranaíba,MS,-19.6746,-51.1909,42638,0
Amambai,MS,-23.1058,-55.2253,41751,0
Rio Brilhante,MS,-21.8033,-54.5427,40419,0
Chapadão do Sul,MS,-18.788,-52.6263,34606,0
Coxim,MS,-18.5013,-54.751,33440,0
Caarapó,MS,-22.6368,-54.8209,32748,0
São Gabriel do Oeste,MS,-19.3889,-54.5507,32207,0
Ivinhema,MS,-22.3046,-53.8184,30001,0
Aparecida do Taboado,MS,-20.0873,-51.0961,29826,0
Costa Rica,MS,-18.5432,-53.1287,28740,0
Miranda,MS,-20.2355,-56.3746,26512,0
Itaporã,MS,-22.08,-54.7934,25263,0
Bonito,MS,-21.1261,-56.4836,25034,0
Anastácio,MS,-20.4823,-55.8104,24781,0
Jardim,MS,-21.4799,-56.1489,24504,0
Bataguassu,MS,-21.7159,-52.4221,24222,0
Ribas do Rio Pardo,MS,-20.4445,-53.7588,24152,0
Nova Alvorada do Sul,MS,-21.4657,-54.3825,23409,0
Ladário,MS,-19.0089,-57.5973,22425,0
Bela Vista,MS,-22.1073,-56.5263,21881,0
Cassilândia,MS,-19.1179,-51.7313,21565,0
Fátima do Sul,MS,-22.3789,-54.5131,21504,0
Rio Verde de Mato Grosso,MS,-18.9249,-54.8434,20454,0
Mundo Novo,MS,-23.9355,-54.281,20087,0
Itaquiraí,MS,-23.4779,-54.187,20060,0
Terenos,MS,-20.4378,-54.8647,18182,0
Água Clara,MS,-20.4452,-52.879,17901,0
Sonora,MS,-17.5698,-54.7551,14813,0
Coronel Sapucaia,MS,-23.2724,-55.5278,14685,0
Deodápolis,MS,-22.2763,-54.1682,14317,0
Iguatemi,MS,-23.6736,-54.5637,13960,0
Camapuã,MS,-19.5347,-54.0431,13928,0
Paranhos,MS,-23.8911,-55.429,13368,0
Nioaque,MS,-21.1419,-55.8296,13354,0
Porto Murtinho,MS,-21.6981,-57.8836,12721,0
Cuiabá,MT,-15.601,-56.0974,691875,1
Várzea Grande,MT,-15.6458,-56.1322,318922,0
Rondonópolis,MT,-16.4673,-54.6372,263708,0
Sinop,MT,-11.8604,-55.5091,223780,0
Sorriso,MT,-12.5425,-55.7211,124665,0
Tangará da Serra,MT,-14.6229,-57.4933,114603,0
Primavera do Leste,MT,-15.544,-54.2811,96006,0
Lucas do Rio Verde,MT,-13.0588,-55.9042,95792,0
Cáceres,MT,-16.0764,-57.6818,91767,0
Barra do Garças,MT,-15.8804,-52.264,73878,0
Nova Mutum,MT,-13.8374,-56.0743,63455,0
Alta Floresta,MT,-9.8667,-56.0867,62158,0
Pontes e Lacerda,MT,-15.2219,-59.3435,55762,0
Campo Novo do Parecis,MT,-13.6587,-57.8907,51722,0
Campo Verde,MT,-15.545,-55.1626,49053,0
Juína,MT,-11.3728,-58.7483,48396,0
Confresa,MT,-10.6437,-51.5699,38460,0
Juara,MT,-11.2639,-57.5244,36089,0
Peixoto de Azevedo,MT,-10.2262,-54.9794,33754,0
Sapezal,MT,-12.9892,-58.7645,32514,0
Água Boa,MT,-14.051,-52.1601,32099,0
Colíder,MT,-10.8135,-55.461,32054,0
Guarantã do Norte,MT,-9.9622,-54.9121,31209,0
Poconé,MT,-16.266,-56.6261,31203,0
Querência,MT,-12.6093,-52.1821,31100,0
Jaciara,MT,-15.9548,-54.9733,29803,0
Barra do Bugres,MT,-15.0702,-57.1878,29406,0
Paranatinga,MT,-14.4265,-54.0524,28870,0
Canarana,MT,-13.5515,-52.2705,28324,0
Mirassol d'Oeste,MT,-15.6759,-58.0951,27637,0
Aripuanã,MT,-10.1723,-59.4568,26558,0
Colniza,MT,-9.4612,-59.2252,26026,0
Nova Xavantina,MT,-14.6771,-52.3502,25915,0
Poxoréu,MT,-15.8299,-54.4208,25103,0
Diamantino,MT,-14.4037,-56.4366,22623,0
Matupá,MT,-10.1821,-54.9467,21959,0
Vila Rica,MT,-10.0137,-51.1186,19686,0
Chapada dos Guimarães,MT,-15.4643,-55.7499,19458,0
Pedra Preta,MT,-16.6245,-54.4722,18946,0
Comodoro,MT,-13.6614,-59.7848,18469,0
Alto Araguaia,MT,-17.3153,-53.2181,17751,0
São José dos Quatro Marcos,MT,-15.6276,-58.1772,17721,0
Brasnorte,MT,-12.1474,-57.9833,17645,0
Vila Bela da Santíssima Trindade,MT,-15.0068,-59.9504,17592,0
Santo Antônio do Leverger,MT,-15.8632,-56.0788,16839,0
Nova Olímpia,MT,-14.7889,-57.2886,16204,0
Campinápolis,MT,-14.5162,-52.893,15808,0
Nobres,MT,-14.7192,-56.3284,15796,0
Tapurah,MT,-12.695,-56.5178,15638,0
Rosário Oeste,MT,-14.8259,-56.4236,15041,0
Araputanga,MT,-15.4641,-58.3425,14805,0
São Félix do Araguaia,MT,-11.615,-50.6706,14604,0
São José do Rio Claro,MT,-13.4398,-56.7218,14455,0
Nova Bandeirantes,MT,-9.8498,-57.8139,14340,0
Alto Garças,MT,-16.9462,-53.5272,13956,0
Porto Alegre do Norte,MT,-10.8761,-51.6357,12649,0
Itiquira,MT,-17.2147,-54.1422,12587,0
Paranaíta,MT,-9.6584,-56.4786,12079,0
Belém,PA,-1.4554,-48.4898,1397315,1
Ananindeua,PA,-1.3639,-48.3743,509227,0
Santarém,PA,-2.4385,-54.6996,360871,0
Parauapebas,PA,-6.0678,-49.9037,305771,0
Marabá,PA,-5.3807,-49.1327,290975,0
Castanhal,PA,-1.298,-47.9167,209126,0
Abaetetuba,PA,-1.7218,-48.8788,172344,0
Cametá,PA,-2.2429,-49.4979,144859,0
Barcarena,PA,-1.5119,-48.6195,139076,0
Altamira,PA,-3.2041,-52.21,138749,0
Itaituba,PA,-4.2667,-55.9926,135369,0
Bragança,PA,-1.0613,-46.7826,132489,0
Marituba,PA,-1.36,-48.3421,119437,0
Breves,PA,-1.6804,-50.4791,116058,0
Paragominas,PA,-3.0021,-47.3527,113498,0
Tucuruí,PA,-3.7657,-49.6773,96119,0
Redenção,PA,-8.0253,-50.0317,92694,0
Moju,PA,-1.8899,-48.7668,91760,0
Canaã dos Carajás,PA,-6.4966,-49.8776,89524,0
Santa Izabel do Pará,PA,-1.2969,-48.1606,79195,0
Alenquer,PA,-1.9462,-54.7384,75882,0
Capanema,PA,-1.2053,-47.1778,75309,0
Tailândia,PA,-2.9458,-48.9489,75290,0
Tomé-Açu,PA,-2.413,-48.1415,73058,0
Oriximiná,PA,-1.7599,-55.8579,72889,0
Igarapé-Miri,PA,-1.9753,-48.9575,69446,0
Benevides,PA,-1.3618,-48.2434,68962,0
Portel,PA,-1.9364,-50.8194,67580,0
São Félix do Xingu,PA,-6.6425,-51.9904,64651,0
Monte Alegre,PA,-1.9977,-54.0724,64002,0
Novo Repartimento,PA,-4.2475,-49.9499,63796,0
Acará,PA,-1.9538,-48.1985,63110,0
Dom Eliseu,PA,-4.1994,-47.8245,62823,0
Viseu,PA,-1.1912,-46.1399,62189,0
Capitão Poço,PA,-1.7478,-47.0629,60318,0
Xinguara,PA,-7.0983,-49.9437,57768,0
Rondon do Pará,PA,-4.7779,-48.067,57031,0
Baião,PA,-2.7902,-49.6694,56850,0
São Miguel do Guamá,PA,-1.6131,-47.4784,55970,0
Óbidos,PA,-1.9011,-55.5208,55527,0
Juruti,PA,-2.1635,-56.0889,54255,0
Vigia,PA,-0.8612,-48.1386,54062,0
Itupiranga,PA,-5.1327,-49.3358,52201,0
Muaná,PA,-1.5394,-49.2224,49648,0
Salinópolis,PA,-0.6308,-47.3465,48663,0
Augusto Corrêa,PA,-1.0511,-46.6147,47912,0
Conceição do Araguaia,PA,-8.2614,-49.2689,47144,0
Breu Branco,PA,-3.7719,-49.5735,47066,0
Uruará,PA,-3.7152,-53.7396,45962,0
Curuçá,PA,-0.7332,-47.8515,44880,0
Porto de Moz,PA,-1.7469,-52.2361,44121,0
Pacajá,PA,-3.8354,-50.6399,43741,0
Tucumã,PA,-6.7469,-51.1626,42883,0
Afuá,PA,-0.1549,-50.3861,40473,0
Ulianópolis,PA,-3.7501,-47.4892,39360,0
Prainha,PA,-1.798,-53.4779,38733,0
Igarapé-Açu,PA,-1.1254,-47.626,37925,0
Jacundá,PA,-4.4462,-49.1153,37726,0
Mãe do Rio,PA,-2.0568,-47.5601,37473,0
Rurópolis,PA,-4.1003,-54.9092,37198,0
Novo Progresso,PA,-7.1435,-55.3786,37054,0
Curralinho,PA,-1.8118,-49.7952,36814,0
Oeiras do Pará,PA,-2.0036,-49.8628,36734,0
Almeirim,PA,-1.529,-52.5788,36442,0
Anapu,PA,-3.4699,-51.2003,35638,0
Ourilândia do Norte,PA,-6.7529,-51.0858,35252,0
Bagre,PA,-1.9006,-50.1987,35147,0
Gurupá,PA,-1.4141,-51.6338,34137,0
Irituia,PA,-1.7698,-47.446,32740,0
São Domingos do Capim,PA,-1.6877,-47.7665,32554,0
Limoeiro do Ajuru,PA,-1.8985,-49.3903,32088,0
Tracuateua,PA,-1.0765,-46.9031,30494,0
Santana do Araguaia,PA,-9.3281,-50.35,30455,0
Anajás,PA,-0.9968,-49.9354,30247,0
Melgaço,PA,-1.8032,-50.7149,30080,0
Eldorado do Carajás,PA,-6.1039,-49.3553,29287,0
Ipixuna do Pará,PA,-2.5599,-47.5059,29264,0
Santo Antônio do Tauá,PA,-1.1522,-48.1314,29234,0
Mocajuba,PA,-2.5831,-49.5042,28903,0
Medicilândia,PA,-3.4464,-52.8875,28677,0
Concórdia do Pará,PA,-1.9924,-47.9422,28270,0
Marapanim,PA,-0.7147,-47.7034,28159,0
São Sebastião da Boa Vista,PA,-1.716,-49.5249,27651,0
Brasil Novo,PA,-3.2979,-52.534,27130,0
Maracanã,PA,-0.7789,-47.452,27129,0
Goianésia do Pará,PA,-3.8434,-49.0974,26703,0
Jacareacanga,PA,-6.2147,-57.7544,26579,0
Mojuí dos Campos,PA,-2.6822,-54.6425,25818,0
Santa Maria do Pará,PA,-1.3539,-47.5712,25815,0
Ponta de Pedras,PA,-1.3959,-48.8661,25736,0
Salvaterra,PA,-0.7584,-48.5139,25687,0
Garrafão do Norte,PA,-1.9299,-47.0505,25558,0
Cachoeira do Arari,PA,-1.0123,-48.9503,25467,0
Soure,PA,-0.7303,-48.5015,25315,0
Bujaru,PA,-1.5176,-48.0381,25065,0
Senador José Porfírio,PA,-4.3124,-51.5764,24989,0
São Geraldo do Araguaia,PA,-6.3947,-48.5592,24929,0
Aurora do Pará,PA,-2.149,-47.5677,24193,0
Santa Bárbara do Pará,PA,-1.1922,-48.238,22530,0
São Domingos do Araguaia,PA,-5.5373,-48.7366,21555,0
Chaves,PA,-0.1642,-49.987,21501,0
São João de Pirabas,PA,-0.7802,-47.181,21477,0
Nova Esperança do Piriá,PA,-2.2669,-46.9731,21304,0
Santa Luzia do Pará,PA,-1.5215,-46.9008,21295,0
Curionópolis,PA,-6.0996,-49.6068,20975,0
Terra Santa,PA,-2.1044,-56.4877,19792,0
Aveiro,PA,-3.6084,-55.3199,19380,0
Cachoeira do Piriá,PA,-1.7597,-46.5459,19223,0
Rio Maria,PA,-7.3124,-50.0379,19190,0
Bom Jesus do Tocantins,PA,-5.0424,-48.6047,19129,0
Belterra,PA,-2.6361,-54.9374,19075,0
Ourém,PA,-1.5417,-47.1126,18783,0
Floresta do Araguaia,PA,-7.5534,-49.7125,18595,0
Placas,PA,-3.8681,-54.2124,18510,0
Água Azul do Norte,PA,-6.7905,-50.4791,17596,0
São Caetano de Odivelas,PA,-0.7473,-48.0246,17258,0
Santa Maria das Barreiras,PA,-8.8578,-49.7215,17065,0
Vitória do Xingu,PA,-2.8792,-52.0088,16552,0
Trairão,PA,-4.5735,-55.9429,15550,0
São Francisco do Pará,PA,-1.1696,-47.7917,15429,0
Cumaru do Norte,PA,-7.811,-50.7698,15150,0
Curuá,PA,-1.8878,-55.1168,14954,0
Nova Ipixuna,PA,-4.9162,-49.0822,14400,0
São João do Araguaia,PA,-5.3633,-48.7926,14293,0
Colares,PA,-0.9364,-48.2803,13625,0
Piçarra,PA,-6.4378,-48.8716,13366,0
Nova Timboteua,PA,-1.2087,-47.3921,13175,0
Bonito,PA,-1.3675,-47.3066,12961,0
João Pessoa,PB,-7.1151,-34.8641,897633,1
Campina Grande,PB,-7.222,-35.8731,443911,0
Santa Rita,PB,-7.1172,-34.9753,160852,0
Patos,PB,-7.0174,-37.2747,108104,0
Bayeux,PB,-7.1238,-34.9293,83862,0
Cabedelo,PB,-6.9873,-34.8284,70734,0
Sousa,PB,-6.7515,-38.2311,70066,0
Cajazeiras,PB,-6.88,-38.5577,66585,0
Guarabira,PB,-6.8506,-35.485,60057,0
Sapé,PB,-7.0936,-35.228,53457,0
Queimadas,PB,-7.3503,-35.9031,50698,0
Mamanguape,PB,-6.8337,-35.1213,46966,0
Monteiro,PB,-7.8836,-37.1184,33886,0
Pombal,PB,-6.7661,-37.8003,33866,0
São Bento,PB,-6.4853,-37.4488,33845,0
Esperança,PB,-7.0228,-35.8597,32599,0
Catolé do Rocha,PB,-6.3406,-37.747,32288,0
Pedras de Fogo,PB,-7.3911,-35.1065,31356,0
Conde,PB,-7.2575,-34.8999,30007,0
Lagoa Seca,PB,-7.1554,-35.8491,29209,0
Solânea,PB,-6.7516,-35.6636,27748,0
Alagoa Grande,PB,-7.0394,-35.6206,26655,0
Rio Tinto,PB,-6.8038,-35.0776,25500,0
Itaporanga,PB,-7.302,-38.1504,24766,0
Bananeiras,PB,-6.7477,-35.6246,24134,0
Itabaiana,PB,-7.3317,-35.3317,23558,0
Alhandra,PB,-7.4298,-34.9057,23065,0
Areia,PB,-6.964,-35.6977,23031,0
Mari,PB,-7.0594,-35.318,22170,0
Caaporã,PB,-7.5135,-34.9055,21942,0
Alagoa Nova,PB,-7.0538,-35.7591,21823,0
Princesa Isabel,PB,-7.7317,-37.9886,21674,0
Cuité,PB,-6.4765,-36.1515,20208,0
São José de Piranhas,PB,-7.1187,-38.502,19561,0
Itapororoca,PB,-6.8237,-35.2406,19165,0
Aroeiras,PB,-7.5447,-35.7066,19142,0
Picuí,PB,-6.5084,-36.3497,18862,0
Conceição,PB,-7.5511,-38.5014,18731,0
São João do Rio do Peixe,PB,-6.7219,-38.4468,18500,0
Remígio,PB,-6.9499,-35.8011,18399,0
Ingá,PB,-7.2814,-35.605,18234,0
Boqueirão,PB,-7.487,-36.1309,18216,0
Pocinhos,PB,-7.0666,-36.0668,18038,0
Sumé,PB,-7.6621,-36.884,17852,0
Cruz do Espírito Santo,PB,-7.139,-35.0857,17821,0
Juazeirinho,PB,-7.0609,-36.5793,17520,0
Araruna,PB,-6.5485,-35.7498,17360,0
Pitimbu,PB,-7.4664,-34.8151,17166,0
Piancó,PB,-7.1928,-37.9289,17088,0
Araçagi,PB,-6.8437,-35.3737,16991,0
Belém,PB,-6.7426,-35.5166,16710,0
Cacimba de Dentro,PB,-6.6386,-35.7778,16332,0
Uiraúna,PB,-6.515,-38.4128,15431,0
Santa Luzia,PB,-6.8609,-36.9178,15418,0
Teixeira,PB,-7.221,-37.2525,15129,0
Coremas,PB,-7.0071,-37.9346,14987,0
Jacaraú,PB,-6.6145,-35.289,14969,0
Puxinanã,PB,-7.1548,-35.9543,14942,0
Massaranduba,PB,-7.1899,-35.7848,14756,0
Tavares,PB,-7.627,-37.8712,14473,0
Mogeiro,PB,-7.2852,-35.4832,14435,0
Soledade,PB,-7.0583,-36.3668,14409,0
Taperoá,PB,-7.2063,-36.8245,14358,0
Gurinhém,PB,-7.1233,-35.4222,14141,0
Alagoinha,PB,-6.9466,-35.5332,14140,0
Serra Branca,PB,-7.4803,-36.666,14131,0
Brejo do Cruz,PB,-6.3418,-37.4943,14095,0
Lucena,PB,-6.9026,-34.8748,13088,0
Barra de Santa Rosa,PB,-6.7182,-36.0671,13024,0
Pilar,PB,-7.264,-35.2523,12889,0
Arara,PB,-6.8281,-35.7552,12482,0
Paulista,PB,-6.5914,-37.6185,12172,0
Recife,PE,-8.0467,-34.8771,1588376,1
Jaboatão dos Guararapes,PE,-8.113,-35.015,684293,0
Petrolina,PE,-9.3887,-40.5027,418444,0
Caruaru,PE,-8.2845,-35.9699,405408,0
Paulista,PE,-7.934,-34.8684,365144,0
Olinda,PE,-8.0102,-34.8545,364717,0
Cabo de Santo Agostinho,PE,-8.2822,-35.0253,218049,0
Camaragibe,PE,-8.0235,-34.9782,156112,0
Garanhuns,PE,-8.8824,-36.4966,151803,0
Vitória de Santo Antão,PE,-8.1282,-35.2976,144243,0
Igarassu,PE,-7.8288,-34.9013,123017,0
São Lourenço da Mata,PE,-8.0068,-35.0124,118258,0
Ipojuca,PE,-8.393,-35.0609,106539,0
Santa Cruz do Capibaribe,PE,-7.948,-36.2061,104854,0
Abreu e Lima,PE,-7.9007,-34.8984,104248,0
Serra Talhada,PE,-7.9818,-38.289,98816,0
Gravatá,PE,-8.2112,-35.5675,92429,0
Araripina,PE,-7.5707,-40.494,90504,0
Goiana,PE,-7.5606,-34.9959,85497,0
Belo Jardim,PE,-8.3313,-36.4258,84033,0
Carpina,PE,-7.8457,-35.2514,83482,0
Arcoverde,PE,-8.4152,-37.0577,82487,0
Ouricuri,PE,-7.8792,-40.08,68489,0
Surubim,PE,-7.8475,-35.7481,67821,0
Salgueiro,PE,-8.0737,-39.1247,65946,0
Pesqueira,PE,-8.358,-36.6978,65481,0
